created_at;suburb;time;status;location;area
Mon Jan 15 01:31:30 +0000 2024;Yanchep;09:31:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO
Mon Jan 15 01:31:30 +0000 2024;Wanneroo;09:31:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO
Mon Jan 15 01:31:30 +0000 2024;Pinjar;09:31:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO
Mon Jan 15 01:55:24 +0000 2024;Yanchep;09:55:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO
Mon Jan 15 01:55:24 +0000 2024;Wanneroo;09:55:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO
Mon Jan 15 01:55:24 +0000 2024;Pinjar;09:55:00; WATCH AND ACT;BAMBUN, MUCHEA, PINJAR, YANCHEP and YEAL;SHIRES OF CHITTERING and GINGIN and CITY OF WANNEROO
Mon Jan 15 02:21:00 +0000 2024;South Lake;10:20:00; ADVICE;Lake Muir Nature Reserve;SHIRE OF MANJIMUP
Mon Jan 15 02:56:01 +0000 2024;Gnangara;10:56:00; BURNT;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING
Mon Jan 15 02:56:01 +0000 2024;Wanneroo;10:56:00; BURNT;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING
Mon Jan 15 02:56:01 +0000 2024;Pinjar;10:56:00; BURNT;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING
Mon Jan 15 04:12:41 +0000 2024;Yanchep;12:12:00; ADVICE;BAMBUN, MUCHEA, PINJAR, YANCHEP, YEAL;CITY OF WANNEROO and the SHIRES OF GINGIN and CHITTERING
Mon Jan 15 04:12:41 +0000 2024;Wanneroo;12:12:00; ADVICE;BAMBUN, MUCHEA, PINJAR, YANCHEP, YEAL;CITY OF WANNEROO and the SHIRES OF GINGIN and CHITTERING
Mon Jan 15 04:12:41 +0000 2024;Pinjar;12:12:00; ADVICE;BAMBUN, MUCHEA, PINJAR, YANCHEP, YEAL;CITY OF WANNEROO and the SHIRES OF GINGIN and CHITTERING
Mon Jan 15 04:41:49 +0000 2024;Yanchep;12:41:00; ADVICE;BAMBUN, MUCHEA, PINJAR, YANCHEP, YEAL;CITY OF WANNEROO and the SHIRES OF GINGIN and CHITTERING.
Mon Jan 15 04:41:49 +0000 2024;Wanneroo;12:41:00; ADVICE;BAMBUN, MUCHEA, PINJAR, YANCHEP, YEAL;CITY OF WANNEROO and the SHIRES OF GINGIN and CHITTERING.
Mon Jan 15 04:41:49 +0000 2024;Pinjar;12:41:00; ADVICE;BAMBUN, MUCHEA, PINJAR, YANCHEP, YEAL;CITY OF WANNEROO and the SHIRES OF GINGIN and CHITTERING.
Mon Jan 15 04:42:25 +0000 2024;Jarrahdale;12:42:00; ADVICE;OAKFORD;SHIRE OF SERPENTINE-JARRAHDALE
Mon Jan 15 04:42:25 +0000 2024;Oakford;12:42:00; ADVICE;OAKFORD;SHIRE OF SERPENTINE-JARRAHDALE
Mon Jan 15 04:42:25 +0000 2024;Serpentine;12:42:00; ADVICE;OAKFORD;SHIRE OF SERPENTINE-JARRAHDALE
Mon Jan 15 07:19:04 +0000 2024;Jarrahdale;15:19:00; ADVICE;OAKFORD;SHIRE OF SERPENTINE-JARRAHDALE
Mon Jan 15 07:19:04 +0000 2024;Oakford;15:19:00; ADVICE;OAKFORD;SHIRE OF SERPENTINE-JARRAHDALE
Mon Jan 15 07:19:04 +0000 2024;Serpentine;15:19:00; ADVICE;OAKFORD;SHIRE OF SERPENTINE-JARRAHDALE
Mon Jan 15 12:15:02 +0000 2024;Jarrahdale;20:15:00; BURNT;OAKFORD;SHIRE OF SERPENTINE-JARRAHDALE
Mon Jan 15 12:15:02 +0000 2024;Oakford;20:15:00; BURNT;OAKFORD;SHIRE OF SERPENTINE-JARRAHDALE
Mon Jan 15 12:15:02 +0000 2024;Serpentine;20:15:00; BURNT;OAKFORD;SHIRE OF SERPENTINE-JARRAHDALE
Mon Jan 22 06:35:24 +0000 2024;Gnangara;14:35:00; ADVICE;MUCHEA and PINJAR;SHIRE OF CHITTERING and CITY OF WANNEROO
Mon Jan 22 06:35:24 +0000 2024;Wanneroo;14:35:00; ADVICE;MUCHEA and PINJAR;SHIRE OF CHITTERING and CITY OF WANNEROO
Mon Jan 22 06:35:24 +0000 2024;Pinjar;14:35:00; ADVICE;MUCHEA and PINJAR;SHIRE OF CHITTERING and CITY OF WANNEROO
Sat Dec 02 02:43:58 +0000 2023;Hamersley;10:43:00; ADVICE;HAMERSLEY RANGE;SHIRE OF ASHBURTON
Sat Dec 02 02:45:00 +0000 2023;Wanneroo;10:44:00; ADVICE;JANDABUP and MARIGINIUP;CITY OF WANNEROO
Sat Dec 02 02:45:00 +0000 2023;Mariginiup;10:44:00; ADVICE;JANDABUP and MARIGINIUP;CITY OF WANNEROO
Sat Dec 02 07:30:52 +0000 2023;Hamersley;15:30:00; ADVICE;HAMERSLEY RANGE;SHIRE OF ASHBURTON
Sat Dec 02 07:49:16 +0000 2023;Wanneroo;15:49:00; ADVICE;JANDABUP and MARIGINIUP;CITY OF WANNEROO
Sat Dec 02 07:49:16 +0000 2023;Mariginiup;15:49:00; ADVICE;JANDABUP and MARIGINIUP;CITY OF WANNEROO
Sat Dec 02 09:59:55 +0000 2023;South Lake;17:59:00; ADVICE;Lake Muir Nature Reserve;Shire of Manjimup
Sat Dec 09 02:54:21 +0000 2023;Mandogalup;10:54:00; BURNT;POSTANS, MANDOGALUP and ANKETELL;CITY OF KWINANA
Sat Dec 09 02:54:21 +0000 2023;The Spectacles;10:54:00; BURNT;POSTANS, MANDOGALUP and ANKETELL;CITY OF KWINANA
Sat Dec 09 02:54:21 +0000 2023;Anketell;10:54:00; BURNT;POSTANS, MANDOGALUP and ANKETELL;CITY OF KWINANA
Sat Dec 09 02:54:21 +0000 2023;Postans;10:54:00; BURNT;POSTANS, MANDOGALUP and ANKETELL;CITY OF KWINANA
Sat Dec 09 03:04:54 +0000 2023;Bullsbrook;11:04:00; ADVICE;BULLSBROOK;CITY OF SWAN
Sat Dec 09 03:07:21 +0000 2023;Mandogalup;11:07:00; BURNT;POSTANS, MANDOGALUP and ANKETELL;CITY OF KWINANA
Sat Dec 09 03:07:21 +0000 2023;The Spectacles;11:07:00; BURNT;POSTANS, MANDOGALUP and ANKETELL;CITY OF KWINANA
Sat Dec 09 03:07:21 +0000 2023;Anketell;11:07:00; BURNT;POSTANS, MANDOGALUP and ANKETELL;CITY OF KWINANA
Sat Dec 09 03:07:21 +0000 2023;Postans;11:07:00; BURNT;POSTANS, MANDOGALUP and ANKETELL;CITY OF KWINANA
Sat Dec 09 06:25:21 +0000 2023;South Lake;14:25:00; ADVICE;Lake Muir Nature Reserve;Shire of Manjimup
Sat Dec 09 07:52:36 +0000 2023;Bullsbrook;15:52:00; ADVICE;BULLSBROOK;CITY OF SWAN
Sat Dec 09 08:14:03 +0000 2023;South Lake;16:14:00; ADVICE;Lake Muir Nature Reserve;Shire of Manjimup
Sat Dec 09 14:25:24 +0000 2023;Ellenbrook;22:25:00; WATCH AND ACT;ELLENBROOK;CITY OF SWAN
Sat Dec 09 14:37:09 +0000 2023;Ellenbrook;22:37:00; WATCH AND ACT;ELLENBROOK;CITY OF SWAN
Sat Dec 09 15:05:17 +0000 2023;Ellenbrook;23:05:00; ADVICE;ELLENBROOK;CITY OF SWAN
Sat Dec 09 15:16:26 +0000 2023;Ellenbrook;23:16:00; ADVICE;ELLENBROOK;CITY OF SWAN
Sat Dec 09 15:36:13 +0000 2023;Ellenbrook;23:36:00; BURNT;ELLENBROOK;CITY OF SWAN
Sat Dec 23 00:46:03 +0000 2023;Jarrahdale;08:46:00; WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Sat Dec 23 00:46:03 +0000 2023;Keysbrook;08:46:00; WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Sat Dec 23 00:46:03 +0000 2023;Serpentine;08:46:00; WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Sat Dec 23 01:52:39 +0000 2023;Jarrahdale;09:52:00; WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Sat Dec 23 01:52:39 +0000 2023;Keysbrook;09:52:00; WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Sat Dec 23 01:52:39 +0000 2023;Serpentine;09:52:00; WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Sat Dec 23 02:01:42 +0000 2023;Mundaring;10:01:00; ADVICE;PARKERVILLE;SHIRE OF MUNDARING
Sat Dec 23 02:01:42 +0000 2023;Parkerville;10:01:00; ADVICE;PARKERVILLE;SHIRE OF MUNDARING
Sat Dec 23 02:03:19 +0000 2023;The Spectacles;10:03:00; ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA
Sat Dec 23 02:03:19 +0000 2023;Postans;10:03:00; ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA
Sat Dec 23 02:18:20 +0000 2023;Gidgegannup;10:18:00; ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING
Sat Dec 23 02:18:20 +0000 2023;Wooroloo;10:18:00; ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING
Sat Dec 23 02:18:20 +0000 2023;Bailup;10:18:00; ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING
Sat Dec 23 02:18:20 +0000 2023;Mundaring;10:18:00; ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING
Sat Dec 23 03:50:08 +0000 2023;Jarrahdale;11:50:00; WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Sat Dec 23 03:50:08 +0000 2023;Keysbrook;11:50:00; WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Sat Dec 23 03:50:08 +0000 2023;Serpentine;11:50:00; WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Sat Dec 23 05:55:38 +0000 2023;Jarrahdale;13:55:00; WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Sat Dec 23 05:55:38 +0000 2023;Keysbrook;13:55:00; WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Sat Dec 23 05:55:38 +0000 2023;Serpentine;13:55:00; WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Sat Dec 23 07:24:23 +0000 2023;Gidgegannup;15:24:00; ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING
Sat Dec 23 07:24:23 +0000 2023;Wooroloo;15:24:00; ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING
Sat Dec 23 07:24:23 +0000 2023;Bailup;15:24:00; ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING
Sat Dec 23 07:24:23 +0000 2023;Mundaring;15:24:00; ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING
Sat Dec 23 07:28:21 +0000 2023;Mundaring;15:28:00; ADVICE;PARKERVILLE;SHIRE OF MUNDARING
Sat Dec 23 07:28:21 +0000 2023;Parkerville;15:28:00; ADVICE;PARKERVILLE;SHIRE OF MUNDARING
Sat Dec 23 07:47:11 +0000 2023;Jarrahdale;15:47:00; WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Sat Dec 23 07:47:11 +0000 2023;Keysbrook;15:47:00; WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Sat Dec 23 07:47:11 +0000 2023;Serpentine;15:47:00; WATCH AND ACT;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Sat Dec 23 08:21:55 +0000 2023;The Spectacles;16:21:00; ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA
Sat Dec 23 08:21:55 +0000 2023;Postans;16:21:00; ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA
Sat Dec 23 10:09:41 +0000 2023;Jarrahdale;18:09:00; ADVICE;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Sat Dec 23 10:09:41 +0000 2023;Keysbrook;18:09:00; ADVICE;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Sat Dec 23 10:09:41 +0000 2023;Serpentine;18:09:00; ADVICE;KEYSBROOK, NAMBEELUP and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Sat Feb 10 02:28:43 +0000 2024;Bullsbrook;10:28:00; ADVICE;BULLSBROOK;CITY OF SWAN
Sat Feb 10 02:28:48 +0000 2024;Bullsbrook;10:28:00; BURNT;BULLSBROOK;CITY OF SWAN
Sat Feb 10 02:51:02 +0000 2024;Spearwood;10:51:00; ADVICE;SPEARWOOD and LAKE COOGEE;CITY OF COCKBURN
Sat Feb 10 02:51:02 +0000 2024;Coogee;10:51:00; ADVICE;SPEARWOOD and LAKE COOGEE;CITY OF COCKBURN
Sat Feb 10 03:22:34 +0000 2024;Spearwood;11:22:00; BURNT;SPEARWOOD and LAKE COOGEE;CITY OF COCKBURN
Sat Feb 10 03:22:34 +0000 2024;Coogee;11:22:00; BURNT;SPEARWOOD and LAKE COOGEE;CITY OF COCKBURN
Sat Feb 10 06:32:34 +0000 2024;Bullsbrook;14:32:00; ADVICE;BULLSBROOK;CITY OF SWAN
Sat Jan 13 00:19:36 +0000 2024;Jarrahdale;08:19:00; BURNT;JARRAHDALE;SHIRE OF SERPENTINE-JARRAHDALE
Sat Jan 13 00:19:36 +0000 2024;Oakford;08:19:00; BURNT;OAKFORD;SHIRE OF SERPENTINE-JARRAHDALE
Sat Jan 13 00:19:36 +0000 2024;Serpentine;08:19:00; BURNT;SERPENTINE;SHIRE OF SERPENTINE-JARRAHDALE
Sat Jan 13 02:41:36 +0000 2024;South Lake;10:41:00; ADVICE;Lake Muir Nature Reserve;SHIRE OF MANJIMUP
Sat Jan 13 04:25:28 +0000 2024;Gnangara;12:25:00; ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING
Sat Jan 13 04:25:28 +0000 2024;Wanneroo;12:25:00; ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING
Sat Jan 13 04:25:28 +0000 2024;Pinjar;12:25:00; ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING
Sat Jan 13 05:42:23 +0000 2024;Yanchep;13:42:00; ADVICE;BAMBUN, MUCHEA, YANCHEP and YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO
Sat Jan 13 05:42:23 +0000 2024;Wanneroo;13:42:00; ADVICE;BAMBUN, MUCHEA, YANCHEP and YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO
Sat Jan 13 06:00:26 +0000 2024;Success;14:00:00; ADVICE;BEELIAR and SUCCESS;CITY OF COCKBURN
Sat Jan 13 06:00:26 +0000 2024;Beeliar;14:00:00; ADVICE;BEELIAR and SUCCESS;CITY OF COCKBURN
Sat Jan 13 06:00:55 +0000 2024;Yanchep;14:00:00; WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP and YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO
Sat Jan 13 06:00:55 +0000 2024;Wanneroo;14:00:00; WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP and YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO
Sat Jan 13 06:41:33 +0000 2024;Success;14:41:00; BURNT;BEELIAR and SUCCESS;CITY OF COCKBURN
Sat Jan 13 06:41:33 +0000 2024;Beeliar;14:41:00; BURNT;BEELIAR and SUCCESS;CITY OF COCKBURN
Sat Jan 13 07:34:48 +0000 2024;Gnangara;15:34:00; ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING
Sat Jan 13 07:34:48 +0000 2024;Wanneroo;15:34:00; ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING
Sat Jan 13 07:34:48 +0000 2024;Pinjar;15:34:00; ADVICE;Gnangara-Moore River State Forest near Pinjar;CITY OF WANNEROO and SHIRE OF CHITTERING
Sat Jan 13 07:36:43 +0000 2024;South Lake;15:36:00; ADVICE;Lake Muir Nature Reserve;SHIRE OF MANJIMUP
Sat Jan 13 07:52:19 +0000 2024;Yanchep;15:52:00; WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO
Sat Jan 13 07:52:19 +0000 2024;Wanneroo;15:52:00; WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO
Sat Jan 13 10:00:20 +0000 2024;Yanchep;18:00:00; WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO
Sat Jan 13 10:00:20 +0000 2024;Wanneroo;18:00:00; WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO
Sat Jan 13 11:42:20 +0000 2024;Yanchep;19:42:00; WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO
Sat Jan 13 11:42:20 +0000 2024;Wanneroo;19:42:00; WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO
Sat Jan 13 11:57:42 +0000 2024;Yanchep;19:57:00; WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO
Sat Jan 13 11:57:42 +0000 2024;Wanneroo;19:57:00; WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO
Sat Jan 13 13:20:02 +0000 2024;Yanchep;21:20:00; WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO
Sat Jan 13 13:20:02 +0000 2024;Wanneroo;21:20:00; WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO
Sat Jan 13 15:20:43 +0000 2024;Yanchep;23:20:00; WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO
Sat Jan 13 15:20:43 +0000 2024;Wanneroo;23:20:00; WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO
Sat Jan 13 17:11:03 +0000 2024;Yanchep;01:11:00; WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO
Sat Jan 13 17:11:03 +0000 2024;Wanneroo;01:11:00; WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO
Sat Jan 13 19:10:54 +0000 2024;Yanchep;03:10:00; WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO
Sat Jan 13 19:10:54 +0000 2024;Wanneroo;03:10:00; WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO
Sat Jan 13 21:01:05 +0000 2024;Yanchep;05:01:00; WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO
Sat Jan 13 21:01:05 +0000 2024;Wanneroo;05:01:00; WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO
Sat Jan 13 22:49:26 +0000 2024;Yanchep;06:49:00; WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO
Sat Jan 13 22:49:26 +0000 2024;Wanneroo;06:49:00; WATCH AND ACT;BAMBUN, MUCHEA, YANCHEP AND YEAL;SHIRES OF GINGIN and CHITTERING and the CITY OF WANNEROO
Sat Jan 27 02:49:47 +0000 2024;Southern River;10:49:00; ADVICE;the Collie River;SHIRES OF COLLIE AND DARDANUP
Sat Jan 27 07:39:40 +0000 2024;Southern River;15:39:00; ADVICE;the Collie River;SHIRES OF COLLIE AND DARDANUP
Sun Dec 03 02:41:43 +0000 2023;South Lake;10:41:00; ADVICE;Lake Muir Nature Reserve;Shire of Manjimup
Sun Dec 03 02:42:32 +0000 2023;Wanneroo;10:42:00; ADVICE;JANDABUP and MARIGINIUP;CITY OF WANNEROO
Sun Dec 03 02:42:32 +0000 2023;Mariginiup;10:42:00; ADVICE;JANDABUP and MARIGINIUP;CITY OF WANNEROO
Sun Dec 03 02:52:06 +0000 2023;Hamersley;10:52:00; ADVICE;HAMERSLEY RANGE;SHIRE OF ASHBURTON
Sun Dec 03 07:33:30 +0000 2023;Wanneroo;15:33:00; ADVICE;JANDABUP and MARIGINIUP;CITY OF WANNEROO
Sun Dec 03 07:33:30 +0000 2023;Mariginiup;15:33:00; ADVICE;JANDABUP and MARIGINIUP;CITY OF WANNEROO
Sun Dec 03 07:41:38 +0000 2023;Hamersley;15:41:00; ADVICE;HAMERSLEY RANGE;SHIRE OF ASHBURTON
Sun Dec 10 02:25:03 +0000 2023;South Lake;10:25:00; ADVICE;Lake Muir Nature Reserve;Shire of Manjimup
Sun Dec 10 02:36:05 +0000 2023;Bullsbrook;10:36:00; ADVICE;BULLSBROOK;CITY OF SWAN
Sun Dec 10 03:12:07 +0000 2023;Jarrahdale;11:12:00; ADVICE;OLDBURY and WELLARD;SHIRE OF SERPENTINE-JARRAHDALE and the CITY OF KWINANA
Sun Dec 10 03:12:07 +0000 2023;Wellard;11:12:00; ADVICE;OLDBURY and WELLARD;SHIRE OF SERPENTINE-JARRAHDALE and the CITY OF KWINANA
Sun Dec 10 03:12:07 +0000 2023;Oldbury;11:12:00; ADVICE;OLDBURY and WELLARD;SHIRE OF SERPENTINE-JARRAHDALE and the CITY OF KWINANA
Sun Dec 10 03:12:07 +0000 2023;Serpentine;11:12:00; ADVICE;OLDBURY and WELLARD;SHIRE OF SERPENTINE-JARRAHDALE and the CITY OF KWINANA
Sun Dec 10 03:42:13 +0000 2023;Bullsbrook;11:42:00; BURNT;BULLSBROOK;CITY OF SWAN
Sun Dec 10 07:27:22 +0000 2023;South Lake;15:27:00; ADVICE;Lake Muir Nature Reserve;Shire of Manjimup
Sun Dec 10 08:47:37 +0000 2023;Jarrahdale;16:47:00; BURNT;OLDBURY and WELLARD;SHIRE OF SERPENTINE-JARRAHDALE and the CITY OF KWINANA
Sun Dec 10 08:47:37 +0000 2023;Wellard;16:47:00; BURNT;OLDBURY and WELLARD;SHIRE OF SERPENTINE-JARRAHDALE and the CITY OF KWINANA
Sun Dec 10 08:47:37 +0000 2023;Oldbury;16:47:00; BURNT;OLDBURY and WELLARD;SHIRE OF SERPENTINE-JARRAHDALE and the CITY OF KWINANA
Sun Dec 10 08:47:37 +0000 2023;Serpentine;16:47:00; BURNT;OLDBURY and WELLARD;SHIRE OF SERPENTINE-JARRAHDALE and the CITY OF KWINANA
Sun Dec 17 06:54:51 +0000 2023;Bullsbrook;14:54:00; ADVICE;BULLSBROOK;CITY OF SWAN
Sun Dec 17 08:08:17 +0000 2023;Bullsbrook;16:08:00; ADVICE;BULLSBROOK;CITY OF SWAN
Sun Dec 17 08:59:36 +0000 2023;Bullsbrook;16:59:00; BURNT;BULLSBROOK;CITY OF SWAN
Sun Dec 24 02:53:28 +0000 2023;Jarrahdale;10:53:00; ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Sun Dec 24 02:53:28 +0000 2023;Keysbrook;10:53:00; ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Sun Dec 24 02:53:28 +0000 2023;Serpentine;10:53:00; ADVICE;KEYSBROOK and NORTH DANDALUP;SHIRES OF SERPENTINE-JARRAHDALE and MURRAY
Sun Dec 24 03:02:09 +0000 2023;The Spectacles;11:02:00; ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA
Sun Dec 24 03:02:09 +0000 2023;Postans;11:02:00; ADVICE;POSTANS and THE SPECTACLES;CITY OF KWINANA
Sun Dec 24 03:03:46 +0000 2023;Mundaring;11:03:00; ADVICE;PARKERVILLE;SHIRE OF MUNDARING
Sun Dec 24 03:03:46 +0000 2023;Parkerville;11:03:00; ADVICE;PARKERVILLE;SHIRE OF MUNDARING
Sun Dec 24 03:06:31 +0000 2023;Gidgegannup;11:06:00; ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING
Sun Dec 24 03:06:31 +0000 2023;Wooroloo;11:06:00; ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING
Sun Dec 24 03:06:31 +0000 2023;Bailup;11:06:00; ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING
Sun Dec 24 03:06:31 +0000 2023;Mundaring;11:06:00; ADVICE;BAILUP, GIDGEGANNUP and WOOROLOO;CITY OF SWAN and the SHIRE OF MUNDARING
